Date,Open,High,Low,Close,Volume
2023-01-21,9.112398147583008,9.578043937683105,8.954462051391602,8.957144737243652,154203583
2023-01-22,8.960569381713867,12.461999893188477,8.960286140441895,12.461999893188477,844304041
2023-01-23,12.473875999450684,13.82624626159668,12.109621047973633,12.220541954040527,991742554
2023-01-24,12.213592529296875,12.4058256149292,10.960868835449219,11.118586540222168,385470049
2023-01-25,11.11806869506836,12.224279403686523,10.901230812072754,11.755319595336914,357781804
2023-01-26,11.751025199890137,12.42477035522461,11.519142150878906,11.867140769958496,360253265
2023-01-27,11.866544723510742,11.932282447814941,11.133979797363281,11.501626014709473,159837012
2023-01-28,11.504178047180176,12.271709442138672,11.268075942993164,11.4229097366333,238059452
2023-01-29,11.42268180847168,12.31041145324707,11.295493125915527,12.167980194091797,241516417
2023-01-30,12.182312965393066,12.28296184539795,10.610478401184082,10.844339370727539,197278076
2023-01-31,10.847299575805664,11.004793167114258,10.525205612182617,10.90034294128418,136640853
2023-02-01,10.898797035217285,11.456568717956543,10.280288696289062,11.417532920837402,142820570
2023-02-02,11.416516304016113,11.951142311096191,11.170212745666504,11.176037788391113,155961448
2023-02-03,11.174175262451172,11.59711742401123,11.081869125366211,11.4693021774292,114743307
2023-02-04,11.46943187713623,11.717633247375488,11.210918426513672,11.392790794372559,91494991
2023-02-05,11.391987800598145,11.812713623046875,10.671418190002441,10.914837837219238,128767174
2023-02-06,10.914478302001953,11.142565727233887,10.60769271850586,10.66576862335205,84001460
2023-02-07,10.666790962219238,11.705163955688477,10.66143798828125,11.671457290649414,129516647
2023-02-08,11.666872024536133,12.283162117004395,11.411971092224121,11.939337730407715,275683010
2023-02-09,11.940711975097656,12.371278762817383,10.109230041503906,10.222311973571777,248507538
2023-02-10,10.225193977355957,10.323858261108398,9.975992202758789,10.120498657226562,124474377
2023-02-11,10.12214183807373,10.433131217956543,10.071493148803711,10.35588264465332,71017953
2023-02-12,10.354543685913086,10.359305381774902,9.773080825805664,9.89843463897705,66832800
2023-02-13,9.898846626281738,9.943329811096191,9.227618217468262,9.600709915161133,118054230
2023-02-14,9.598003387451172,9.971944808959961,9.407249450683594,9.960704803466797,96958840
2023-02-15,9.962699890136719,10.806739807128906,9.802501678466797,10.7890043258667,111446726
2023-02-16,10.788740158081055,11.148329734802246,10.138927459716797,10.148865699768066,162760306
2023-02-17,10.148426055908203,10.79073715209961,10.114227294921875,10.680010795593262,105224924
2023-02-18,10.68102741241455,11.306132316589355,10.658727645874023,10.921343803405762,124306326
2023-02-19,10.921119689941406,11.160433769226074,10.688408851623535,10.91148567199707,115314644
2023-02-20,10.917098999023438,11.352956771850586,10.575240135192871,11.223482131958008,138254115
2023-02-21,11.225334167480469,11.54261302947998,10.592333793640137,10.810669898986816,141615402
2023-02-22,10.81037425994873,10.834113121032715,10.133530616760254,10.570944786071777,89459639
2023-02-23,10.570223808288574,10.772565841674805,10.349787712097168,10.526061058044434,77861890
2023-02-24,10.525388717651367,10.625343322753906,9.830217361450195,10.02733039855957,79654374
2023-02-25,10.027156829833984,10.138835906982422,9.514142990112305,9.820552825927734,67523684
2023-02-26,9.818793296813965,10.035154342651367,9.731526374816895,10.016447067260742,46166252
2023-02-27,10.016915321350098,10.185543060302734,9.777875900268555,9.969104766845703,69475409
2023-02-28,9.969907760620117,9.993366241455078,9.578084945678711,9.607596397399902,47590740
2023-03-01,9.607856750488281,10.04277229309082,9.54600715637207,9.992406845092773,51203652
2023-03-02,9.992198944091797,10.024806022644043,9.566740036010742,9.743910789489746,48844548
2023-03-03,9.743661880493164,9.74741268157959,8.863247871398926,9.10660171508789,75461749
2023-03-04,9.107866287231445,9.251505851745605,8.588879585266113,8.791820526123047,51484132
2023-03-05,8.792655944824219,8.966100692749023,8.750855445861816,8.780794143676758,38420802
2023-03-06,8.779376983642578,8.966597557067871,8.527634620666504,8.891215324401855,55836067
2023-03-07,8.891469955444336,8.9918851852417,8.448511123657227,8.622091293334961,51959424
2023-03-08,8.622159957885742,8.653420448303223,7.819692134857178,7.9068450927734375,68692180
2023-03-09,7.90798282623291,8.212226867675781,7.279298782348633,7.350944995880127,73012198
2023-03-10,7.352491855621338,7.446011066436768,6.91575813293457,7.404812812805176,83341608
2023-03-11,7.404583930969238,7.6307549476623535,7.0597639083862305,7.352900981903076,61310220
2023-03-12,7.352652072906494,7.92735481262207,7.173478126525879,7.916668891906738,51470469
2023-03-13,7.91842794418335,8.41756534576416,7.735081195831299,8.342344284057617,94210583
2023-03-14,8.342673301696777,9.014670372009277,8.100957870483398,8.617982864379883,111387174
2023-03-15,8.619799613952637,8.805880546569824,7.6773600578308105,7.834023952484131,91670841
2023-03-16,7.836493015289307,8.103453636169434,7.765414237976074,8.025984764099121,50016323
2023-03-17,8.026820182800293,8.939079284667969,7.921536922454834,8.929400444030762,77197190
2023-03-18,8.928594589233398,9.42671012878418,8.713623046875,8.727279663085938,113837574
2023-03-19,8.728565216064453,9.798103332519531,8.728565216064453,9.101327896118164,207799609
2023-03-20,9.100823402404785,9.26602840423584,8.551334381103516,8.622868537902832,90719911
2023-03-21,8.624691009521484,8.878087997436523,8.287347793579102,8.867169380187988,78827730
2023-03-22,8.865551948547363,8.867524147033691,8.166742324829102,8.358847618103027,63865186
2023-03-23,8.358064651489258,8.79417610168457,8.250805854797363,8.708539962768555,50965967
2023-03-24,8.70879077911377,8.710984230041504,8.133035659790039,8.328863143920898,54553225
2023-03-25,8.327457427978516,8.617037773132324,8.158699035644531,8.270519256591797,63317647
2023-03-26,8.271065711975098,8.49239730834961,8.221779823303223,8.423337936401367,35050979
2023-03-27,8.4239501953125,8.427769660949707,7.858572959899902,8.034515380859375,43484707
2023-03-28,8.034029960632324,8.299577713012695,7.926702976226807,8.247818946838379,36266748
2023-03-29,8.24726676940918,8.57335090637207,8.221409797668457,8.502410888671875,51545167
2023-03-30,8.503037452697754,8.606969833374023,8.141448020935059,8.252324104309082,51253396
2023-03-31,8.253706932067871,8.416653633117676,8.099331855773926,8.388087272644043,38534493
2023-04-01,8.388150215148926,8.516855239868164,8.307637214660645,8.408143043518066,37106836
2023-04-02,8.515628814697266,8.586772918701172,8.187912940979004,8.305988311767578,38954171
2023-04-03,8.307085990905762,8.423249244689941,8.092543601989746,8.263814926147461,43147896
2023-04-04,8.264161109924316,8.493136405944824,8.18435001373291,8.418063163757324,38611977
2023-04-05,8.418380737304688,8.73996639251709,8.373992919921875,8.734021186828613,53254868
2023-04-06,8.734880447387695,8.755592346191406,8.403243064880371,8.548765182495117,46921919
2023-04-07,8.5487642288208,8.90011978149414,8.494531631469727,8.79665470123291,116086293
2023-04-08,8.796509742736816,8.807711601257324,8.461347579956055,8.508118629455566,48239417
2023-04-09,8.508233070373535,8.578543663024902,8.371047973632812,8.477392196655273,35329512
2023-04-10,8.47787094116211,8.678940773010254,8.380386352539062,8.663820266723633,40515037
2023-04-11,8.66451644897461,8.80810546875,8.606219291687012,8.6928129196167,48222759
2023-04-12,8.692150115966797,8.726183891296387,8.308603286743164,8.556306838989258,45076870
2023-04-13,8.607453346252441,8.815800666809082,8.511211395263672,8.789161682128906,43329287
2023-04-14,8.79029655456543,9.230426788330078,8.79029655456543,9.046415328979492,94121758
2023-04-15,9.046819686889648,9.136815071105957,8.99239444732666,9.039613723754883,53839466
2023-04-16,9.03862190246582,9.332865715026855,8.8984956741333,9.250033378601074,63837305
2023-04-17,9.250300407409668,9.368414878845215,9.024742126464844,9.361836433410645,69149950
2023-04-18,9.364394187927246,9.576963424682617,9.24372673034668,9.40001106262207,72850746
2023-04-19,9.399429321289062,9.39995002746582,8.364937782287598,8.456921577453613,73804358
2023-04-20,8.453473091125488,8.511554718017578,8.142000198364258,8.209094047546387,50043379
2023-04-21,8.209010124206543,8.291144371032715,7.810885906219482,7.918437957763672,44207239
2023-04-22,7.919834136962891,8.078418731689453,7.831760883331299,8.078418731689453,29615464
2023-04-23,8.078746795654297,8.081409454345703,7.733511924743652,7.934937000274658,27597011
2023-04-24,7.934078216552734,8.02356243133545,7.699481964111328,7.869472026824951,34799448
2023-04-25,7.870489120483398,8.033626556396484,7.637174129486084,8.012796401977539,33558703
2023-04-26,8.012223243713379,8.289668083190918,7.524144172668457,7.8080949783325195,48338119
2023-04-27,7.808946132659912,8.030531883239746,7.789233207702637,7.951751232147217,31575043
2023-04-28,7.9529948234558105,8.021075248718262,7.8313140869140625,7.981719017028809,37936456
2023-04-29,7.981420040130615,8.065319061279297,7.947393894195557,8.005812644958496,22310605
2023-04-30,8.00558853149414,8.120402336120605,7.883115768432617,7.936605930328369,26370154
2023-05-01,7.9345598220825195,7.935842990875244,7.504629135131836,7.607254981994629,27483080
2023-05-02,7.60737419128418,7.658047199249268,7.541182994842529,7.621994972229004,22617631
2023-05-03,7.622224807739258,7.765986919403076,7.41057014465332,7.717358112335205,29670395
2023-05-04,7.71713399887085,7.728978157043457,7.520256996154785,7.567163944244385,21972127
2023-05-05,7.567180156707764,7.804380893707275,7.538681983947754,7.728518009185791,23233530
2023-05-06,7.728614807128906,7.759582996368408,7.334011077880859,7.397842884063721,28780552
2023-05-07,7.397552967071533,7.448172092437744,7.28790807723999,7.293369770050049,21557802
2023-05-08,7.292964935302734,7.307469844818115,6.592769145965576,6.824370861053467,40502467
2023-05-09,6.824325084686279,7.011837005615234,6.7696919441223145,6.925433158874512,30238780
2023-05-10,6.92511510848999,7.063837051391602,6.701613903045654,6.976744174957275,31467600
2023-05-11,6.976400852203369,6.976400852203369,6.644682884216309,6.737059116363525,24532966
2023-05-12,6.736448764801025,6.80227518081665,6.538857936859131,6.779541015625,24824314
2023-05-13,6.779767990112305,6.804100036621094,6.686373233795166,6.773601055145264,20579573
2023-05-14,6.773402214050293,6.821877956390381,6.697691917419434,6.813949108123779,18263222
2023-05-15,6.81288480758667,6.897336959838867,6.720032215118408,6.815375804901123,24079027
2023-05-16,6.8151631355285645,6.842860221862793,6.727872848510742,6.823856830596924,20070936
2023-05-17,6.824206829071045,8.059565544128418,6.8024139404296875,7.311970233917236,261316740
2023-05-18,7.311907768249512,7.539021968841553,6.957013130187988,7.029367923736572,118120223
2023-05-19,7.029378890991211,7.095739841461182,6.938510894775391,7.006289958953857,45942459
2023-05-20,7.00785493850708,7.056461811065674,6.952513217926025,7.054574012756348,27006348
2023-05-21,7.054474830627441,7.054903030395508,6.780834197998047,6.823355197906494,28680484
2023-05-22,6.823384761810303,6.940266132354736,6.71361780166626,6.902907848358154,34620243
2023-05-23,6.901076793670654,7.042134761810303,6.843986988067627,6.927151203155518,32221205
2023-05-24,6.927070140838623,6.927070140838623,6.554756164550781,6.652676105499268,33327414
2023-05-25,6.652482032775879,7.125004768371582,6.539230823516846,6.922565937042236,98167299
2023-05-26,6.92223596572876,6.92223596572876,6.747412204742432,6.867897987365723,33605533
2023-05-27,6.8673272132873535,7.015081882476807,6.815242767333984,7.0051469802856445,27589462
2023-05-28,7.005049228668213,7.224551200866699,6.9625701904296875,7.171089172363281,47054106
2023-05-29,7.171384811401367,7.248624801635742,7.064300060272217,7.186984062194824,61662593
2023-05-30,7.186347961425781,7.191470146179199,7.024014949798584,7.070590972900391,35703260
2023-05-31,7.071360111236572,7.098400115966797,6.820199012756348,6.869737148284912,42435983
2023-06-01,6.869438171386719,7.028748989105225,6.769301891326904,6.969330787658691,49330692
2023-06-02,6.969126224517822,7.146873950958252,6.946895122528076,7.138028144836426,53564518
2023-06-03,7.137716770172119,7.235270023345947,7.104588985443115,7.1606550216674805,51907949
2023-06-04,7.161236763000488,7.31549596786499,7.153110980987549,7.23508882522583,49386900
2023-06-05,7.234939098358154,7.465935230255127,6.561277866363525,6.6032280921936035,94367666
2023-06-06,6.602595806121826,6.802077770233154,6.458092212677002,6.772231101989746,49920503
2023-06-07,6.772017002105713,6.772017002105713,6.179927825927734,6.277425765991211,48570462
2023-06-08,6.277730941772461,6.303397178649902,6.140003204345703,6.247481822967529,30844491
2023-06-09,6.2473249435424805,6.300662040710449,5.984988212585449,6.032538890838623,34952865
2023-06-10,6.032312870025635,6.032312870025635,4.7689528465271,4.990799903869629,85067670
2023-06-11,4.990742206573486,5.035019874572754,4.867443084716797,4.9510087966918945,32448541
2023-06-12,4.951344013214111,4.978630065917969,4.7588210105896,4.915676116943359,34019475
2023-06-13,4.915576934814453,5.1628642082214355,4.8315229415893555,4.9044108390808105,46021792
2023-06-14,4.9044108390808105,5.095084190368652,4.644423007965088,4.706223011016846,37399457
2023-06-15,4.706593036651611,4.835532188415527,4.617687225341797,4.773917198181152,30329071
2023-06-16,4.7738471031188965,4.8716959953308105,4.66288423538208,4.831654071807861,29935469
2023-06-17,4.831639766693115,5.010341167449951,4.817974090576172,4.913616180419922,28215525
2023-06-18,4.913527965545654,5.004732131958008,4.850171089172363,4.851199150085449,26285639
2023-06-19,4.851078987121582,4.9840989112854,4.820984840393066,4.971020221710205,26160226
2023-06-20,4.972032070159912,5.229372978210449,4.885695934295654,5.229372978210449,32058825
2023-06-21,5.22906494140625,5.536534786224365,5.204620838165283,5.502685070037842,50805644
2023-06-22,5.502644062042236,5.678947925567627,5.351507186889648,5.358630180358887,42195939
2023-06-23,5.358724117279053,5.786757946014404,5.356977939605713,5.664099216461182,80359628
2023-06-24,5.664031028747559,6.387939929962158,5.640407085418701,5.89952278137207,171507603
2023-06-25,5.899637222290039,6.238876819610596,5.841361045837402,5.866987228393555,76433017
2023-06-26,5.866847991943359,5.867887020111084,5.632308006286621,5.788428783416748,44722700
